avg_accuracy,std_accuracy,avg_precision,std_precision,avg_recall,std_recall,avg_auc,std_auc,avg_f1_macro,std_f1_macro,avg_f1_fall,std_f1_fall,avg_recall_fall,std_recall_fall,avg_precision_fall,std_precision_fall
0.9676915645599365,0.004314696112399083,0.9325453996658325,0.012732293450646961,0.9755345821380615,0.008580835975061808,0.9905651211738586,0.002526791382596161,0.964360556349112,0.004695609268430566,0.9534674524329994,0.00604358198406094,0.9755345924989115,0.008580832911288912,0.9325453946866163,0.012732294956152095
