feature,importance
acc_mag_kurt,0.09693304777205224
acc_y_psd_mean,0.08661505103885521
gyro_mag_skew,0.07280696174437105
gyro_mag_kurt,0.05801354432046299
acc_y_max,0.056386302573420435
gyro_x_kurt,0.05093605417626894
acc_mag_skew,0.048617812052271024
acc_y_mean,0.044983143418575997
acc_z_delta,0.036296569342644455
gyro_mag_delta,0.03607951865147736
gyro_z_kurt,0.026537609196433692
acc_x_psd_mean,0.023379318028124995
acc_y_q75,0.02310137248507544
acc_x_delta,0.02292351162364148
gyro_mag_max,0.02139254191157301
gyro_mag_spectral_entropy,0.01743728589200747
acc_y_spectral_entropy,0.016853205538515926
acc_y_median,0.01217613479615069
acc_x_var,0.011912941536081934
acc_mag_delta,0.011488910221824782
acc_mag_max,0.009194547902126406
acc_mag_var,0.008280656106683944
acc_y_q25,0.008128201782844048
acc_x_kurt,0.007516508870336565
gyro_mag_q75,0.00696361217150138
gyro_y_kurt,0.006672729808269741
acc_x_std,0.006669974850802296
acc_z_iqr,0.006465709097417569
acc_mag_spectral_entropy,0.006376769435813381
acc_z_min,0.006271850627974601
acc_z_std,0.0062366977645170315
acc_mag_std,0.006055995140355078
acc_z_max,0.0056221462553667926
gyro_mag_mean,0.005449088369602476
acc_z_var,0.005174900704167237
acc_y_min,0.005111772663234296
acc_x_min,0.005056452753997009
acc_x_spectral_entropy,0.004945875180779994
gyro_z_spectral_entropy,0.0047623780248262386
gyro_mag_q25,0.004050065220842291
gyro_x_delta,0.003980763524591511
gyro_x_skew,0.0038519897414715305
acc_z_kurt,0.003663229054684743
gyro_mag_std,0.0035105761615476837
gyro_mag_psd_mean,0.0033976654588211263
gyro_mag_var,0.003173557746384439
acc_mag_iqr,0.0031611757792181848
gyro_y_spectral_entropy,0.002770222060906062
acc_z_spectral_entropy,0.0027416765578510234
acc_y_var,0.002619744246417569
gyro_mag_iqr,0.0023653097896046403
gyro_y_iqr,0.0023575540860304904
gyro_x_mean,0.002301020742258788
gyro_z_iqr,0.0022057957946751017
acc_y_delta,0.0021912997251725694
gyro_z_q25,0.0021498578959671614
acc_x_max,0.0020718169160115303
acc_mag_q75,0.002052621305978117
acc_y_iqr,0.002046621355846661
gyro_x_std,0.001970478129554153
acc_z_psd_mean,0.0018185023754710317
acc_x_iqr,0.0017605564048283082
acc_y_std,0.0016489451637646518
acc_mag_mean,0.0016242076290229343
gyro_y_delta,0.001546557829688428
gyro_y_var,0.0013737109056290312
gyro_z_psd_mean,0.001327536130616375
gyro_x_psd_mean,0.00126380816212254
gyro_y_psd_mean,0.0011876878943976692
gyro_z_skew,0.0011708135801466748
gyro_z_delta,0.0011620405022916675
gyro_z_q75,0.0011568655587373355
gyro_y_std,0.0011522228917839356
gyro_z_max,0.0011449777993645931
gyro_z_var,0.0010776294715789602
gyro_y_mean,0.001031453235229099
gyro_y_q75,0.000988675105920928
gyro_x_min,0.0009881052939425755
gyro_z_std,0.0009568184739949644
acc_mag_psd_mean,0.000890502103280043
gyro_y_median,0.0008752422679065277
gyro_x_max,0.0008446947970656307
gyro_x_iqr,0.000839573971399597
acc_z_mean,0.0008273743725398684
acc_x_median,0.0008102294166873621
gyro_mag_median,0.0008088484003568509
acc_mag_min,0.0008054291520746339
acc_z_skew,0.0008031681991925863
gyro_z_min,0.0007947211378905118
gyro_x_var,0.0007863867657698105
acc_z_q75,0.000777762341907597
acc_x_skew,0.0007679281652240423
gyro_y_q25,0.0007587944967941034
acc_y_kurt,0.0007230829277802117
gyro_z_mean,0.0006938268955808595
gyro_x_q25,0.0006927243741581082
acc_y_skew,0.0006619282872580295
acc_x_mean,0.000651909460286385
gyro_y_skew,0.0006202304729552762
acc_z_q25,0.0005888191590881868
acc_z_median,0.0005880294124614464
acc_mag_q25,0.0005498843946067086
gyro_x_q75,0.0005168324466928853
gyro_x_spectral_entropy,0.00047150803486222865
gyro_y_max,0.00045818959638638517
gyro_x_median,0.00045168015333990944
acc_x_q75,0.0004471932980301135
acc_x_q25,0.00042117293998684193
gyro_y_min,0.0004113479862915593
acc_mag_median,0.00034926607583601085
gyro_z_median,0.00028813831498915055
gyro_mag_min,0.0001827206485081967
